household_id,age,gender,education_yrs,household_size,land_size_ha,years_growing_cannabis,distance_to_anrac_km,prior_arrests,household_income_usd,income_post_law_usd,info_access_legal,irrigation_access,food_security,joined_legal_cooperative,willing_stay_legal,income_change_pct,log_income,edu_secondary,any_prior_arrest,distance_quartile,region_Chefchaouen,region_Ouazzane,survey_year,macro_gdp_per_capita,macro_agri_value_added,macro_rural_population,anrac_legal_hectares,anrac_total_licenses,anrac_cooperatives,anrac_pct_legal
525,37,Male,12,3,0.89,18,69.9,2,846.0,892.0,0,0,2,0,,5.44,6.741700694652055,1,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
526,54,Male,6,8,2.1,40,46.5,1,2660.0,2771.0,0,0,1,0,,4.17,7.886457270977689,1,1,Q3,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
527,62,Male,3,7,1.79,30,59.8,0,1640.0,1779.0,1,0,1,0,,8.48,7.403061091090091,0,0,Q4_furthest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
528,51,Male,6,7,1.86,2,58.1,0,2603.0,3505.0,0,0,3,1,1.0,34.65,7.86480400332846,1,0,Q4_furthest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
529,27,Male,9,2,0.86,25,44.9,1,400.0,472.0,1,0,2,1,1.0,18.0,5.993961427306569,1,1,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
530,68,Female,12,2,0.38,5,83.2,0,913.0,796.0,1,1,3,0,,-12.81,6.81783057145415,1,0,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
531,52,Male,6,10,0.96,3,45.5,0,1069.0,929.0,0,1,2,0,,-13.1,6.975413927455952,1,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
532,44,Male,9,5,0.85,38,58.1,0,1561.0,1337.0,0,0,3,0,,-14.35,7.3537223303996315,1,0,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
533,36,Female,0,11,0.25,13,71.3,1,400.0,427.0,1,0,3,0,,6.75,5.993961427306569,0,1,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
534,61,Male,15,2,0.1,18,44.6,0,400.0,437.0,1,0,3,0,,9.25,5.993961427306569,1,0,Q3,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
535,57,Male,6,5,3.28,39,23.8,0,4491.0,5869.0,1,0,2,1,1.0,30.68,8.410053315858335,1,0,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
536,52,Male,9,6,2.36,33,19.8,1,3640.0,3460.0,1,0,3,0,,-4.95,8.200013648175434,1,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
537,36,Male,6,3,3.32,20,53.9,0,4276.0,6833.0,1,0,2,1,0.0,59.8,8.361007108226909,1,0,Q3,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
538,51,Male,9,5,2.83,44,29.4,0,4970.0,6580.0,1,1,2,1,1.0,32.39,8.511376306094673,1,0,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
539,50,Male,0,6,0.23,1,56.3,1,400.0,371.0,1,1,2,0,,-7.25,5.993961427306569,0,1,Q3,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
540,58,Female,0,3,1.95,25,83.0,0,2382.0,2167.0,1,1,2,0,,-9.03,7.776115477098742,0,0,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
541,30,Male,6,11,1.22,15,56.7,1,1903.0,2003.0,1,1,3,0,,5.25,7.55171221535131,1,1,Q3,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
542,55,Male,12,3,1.12,41,59.0,1,1510.0,1313.0,0,0,2,0,,-13.05,7.32052696227274,1,1,Q4_furthest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
543,27,Male,9,11,0.98,11,57.8,3,1158.0,1163.0,0,0,2,0,,0.43,7.055312843339752,1,1,Q4_furthest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
544,66,Male,3,3,0.74,3,11.9,3,1211.0,1237.0,1,0,2,0,,2.15,7.10002716662926,0,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
545,27,Male,0,7,0.62,21,25.8,0,668.0,887.0,0,0,2,1,1.0,32.78,6.505784060128229,0,0,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
546,66,Female,6,11,0.28,26,57.2,2,400.0,370.0,1,0,2,0,,-7.5,5.993961427306569,1,1,Q4_furthest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
547,26,Male,9,5,1.34,3,89.2,0,1459.0,1559.0,1,0,2,0,,6.85,7.286191714702382,1,0,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
548,32,Female,3,9,0.1,6,23.9,1,523.0,518.0,1,0,2,0,,-0.96,6.261491684321042,0,1,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
549,67,Male,0,9,1.17,27,28.5,0,1116.0,958.0,1,1,3,0,,-14.16,7.018401799069201,0,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
550,34,Female,12,6,0.9,4,31.2,2,1280.0,1325.0,0,0,1,0,,3.52,7.155396301896734,1,1,Q2,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
551,74,Female,12,11,1.38,25,26.8,1,1691.0,1622.0,0,0,2,0,,-4.08,7.433666540166168,1,1,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
552,58,Female,3,4,3.04,18,29.2,0,4655.0,7348.0,1,1,1,1,1.0,57.85,8.445911989411274,0,0,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
553,49,Female,9,6,0.8,32,37.4,2,883.0,799.0,0,0,3,0,,-9.51,6.784457062637643,1,1,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
554,61,Male,0,8,0.1,22,36.4,1,400.0,374.0,0,1,1,0,,-6.5,5.993961427306569,0,1,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
555,37,Male,6,10,0.1,20,44.0,1,400.0,378.0,1,1,2,0,,-5.5,5.993961427306569,1,1,Q3,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
556,51,Male,9,7,1.82,8,46.3,1,1728.0,1801.0,1,1,2,0,,4.22,7.455298485683291,1,1,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
557,52,Male,6,4,1.79,8,70.0,2,1722.0,2515.0,1,1,2,1,0.0,46.05,7.45182223652793,1,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
558,54,Male,15,2,0.43,35,51.6,0,764.0,762.0,0,0,1,0,,-0.26,6.639875833826536,1,0,Q3,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
559,44,Male,6,7,0.33,43,56.1,0,680.0,594.0,1,0,3,0,,-12.65,6.523562306149512,1,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
560,50,Male,9,8,1.83,40,35.1,1,1605.0,1468.0,1,1,3,0,,-8.54,7.381501894506707,1,1,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
561,57,Male,6,6,0.65,16,64.0,0,943.0,1004.0,0,0,1,0,,6.47,6.8501261661455,1,0,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
562,35,Male,3,3,0.1,7,27.4,1,400.0,399.0,1,1,1,0,,-0.25,5.993961427306569,0,1,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
563,74,Male,6,10,1.7,24,46.3,0,2776.0,4064.0,0,0,3,1,1.0,46.4,7.9291264873067995,1,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
564,48,Male,9,11,1.6,19,26.9,1,1661.0,1626.0,1,1,2,0,,-2.11,7.415776975415394,1,1,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
565,72,Male,6,4,4.83,34,53.1,0,4499.0,4786.0,0,0,3,0,,6.38,8.411832675758411,1,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
566,64,Male,12,8,0.5,11,49.1,1,880.0,792.0,0,0,1,0,,-10.0,6.78105762593618,1,1,Q3,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
567,62,Female,6,9,2.03,33,38.1,3,3519.0,3691.0,1,0,1,0,,4.89,8.166216268592143,1,1,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
568,71,Male,3,5,0.11,13,38.0,0,400.0,377.0,0,1,3,0,,-5.75,5.993961427306569,0,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
569,42,Male,6,10,0.42,14,14.3,2,849.0,736.0,1,0,3,0,,-13.31,6.745236349484362,1,1,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
570,50,Male,0,9,1.05,26,30.6,1,1627.0,1625.0,0,0,1,0,,-0.12,7.395107546562485,0,1,Q2,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
571,34,Female,3,6,2.06,27,87.8,0,2312.0,2003.0,0,1,2,0,,-13.37,7.746300662231439,0,0,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
572,50,Male,6,6,2.29,25,51.9,1,2310.0,2126.0,1,0,2,0,,-7.97,7.745435610274381,1,1,Q3,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
573,40,Male,15,3,1.53,25,33.0,0,2051.0,2063.0,1,0,1,0,,0.59,7.62657020629066,1,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
574,55,Female,6,8,1.77,3,67.0,1,1546.0,1483.0,1,1,2,0,,-4.08,7.344072850573066,1,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
575,73,Male,6,6,0.18,25,41.0,0,400.0,378.0,1,1,2,0,,-5.5,5.993961427306569,1,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
576,26,Female,6,5,0.49,3,48.1,1,1277.0,1146.0,1,0,2,0,,-10.26,7.15305163493748,1,1,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
577,73,Male,9,3,0.79,16,73.7,0,1265.0,1363.0,1,0,3,0,,7.75,7.143617602704121,1,0,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
578,29,Male,6,6,0.23,6,33.2,0,437.0,402.0,0,0,1,0,,-8.01,6.082218910376446,1,0,Q2,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
579,64,Male,6,6,0.35,11,56.0,3,442.0,431.0,1,0,1,0,,-2.49,6.093569770045136,1,1,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
580,41,Female,15,3,2.73,42,54.9,0,2228.0,2033.0,0,0,1,0,,-8.75,7.709308333385869,1,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
581,57,Male,3,6,0.32,17,68.8,1,400.0,378.0,1,1,3,0,,-5.5,5.993961427306569,0,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
582,60,Female,6,3,0.8,9,45.7,1,762.0,730.0,1,1,2,0,,-4.2,6.637258031284457,1,1,Q3,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
583,28,Male,6,11,1.35,39,16.4,0,1118.0,1051.0,1,1,3,0,,-5.99,7.020190708311925,1,0,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
584,50,Female,9,4,0.1,39,6.6,3,400.0,393.0,1,0,1,0,,-1.75,5.993961427306569,1,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
585,31,Male,6,6,0.45,24,54.6,0,400.0,432.0,1,1,1,0,,8.0,5.993961427306569,1,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
586,44,Female,6,7,0.67,9,42.2,0,673.0,690.0,1,0,2,0,,2.53,6.513230110912307,1,0,Q3,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
587,45,Male,0,7,1.27,13,92.30199999999999,0,1645.0,1643.0,0,1,3,0,,-0.12,7.406103381237015,0,0,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
588,55,Male,3,10,2.3,22,56.3,0,3547.0,3840.0,1,1,1,0,,8.26,8.17413934342947,0,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
589,56,Male,6,2,1.28,14,53.9,0,741.0,642.0,1,0,2,0,,-13.36,6.60934924316738,1,0,Q3,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
590,50,Male,0,9,0.4,11,14.0,1,400.0,562.0,1,1,1,1,1.0,40.5,5.993961427306569,0,1,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
591,59,Male,9,8,0.49,38,9.4,2,797.0,828.0,1,0,1,0,,3.89,6.682108597449809,1,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
592,61,Male,0,9,0.36,28,53.8,0,400.0,399.0,1,1,2,0,,-0.25,5.993961427306569,0,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
593,53,Female,12,6,5.331199999999999,5,19.8,0,7756.489999999999,7214.0,0,1,2,0,,-6.99,8.956414107246616,1,0,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
594,30,Female,0,5,0.78,10,16.4,0,1182.0,1800.0,1,1,3,1,1.0,52.28,7.075808863978387,0,0,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
595,55,Male,0,7,0.86,12,46.0,0,1057.0,1659.0,1,0,3,1,1.0,56.95,6.964135612418245,0,0,Q3,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
596,48,Male,6,9,0.52,1,9.3,1,792.0,843.0,1,0,3,0,,6.44,6.675823221634848,1,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
597,33,Female,3,11,0.46,5,40.6,1,599.0,548.0,0,0,3,0,,-8.51,6.396929655216146,0,1,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
598,49,Male,0,9,1.1,7,56.2,1,1634.0,1501.0,0,0,2,0,,-8.14,7.399398083331354,0,1,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
599,31,Male,6,4,0.31,30,61.4,2,400.0,393.0,0,1,1,0,,-1.75,5.993961427306569,1,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
600,48,Male,3,2,0.72,18,65.4,0,1141.0,1527.0,1,1,3,1,1.0,33.83,7.040536390215956,0,0,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
601,38,Male,9,2,3.79,13,80.5,2,5441.0,5846.0,1,0,3,0,,7.44,8.601901919343192,1,1,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
602,58,Female,3,3,0.33,26,53.2,1,503.0,452.0,0,1,1,0,,-10.14,6.222576268071369,0,1,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
603,42,Male,12,3,1.19,25,18.0,1,1217.0,1318.0,0,0,3,0,,8.3,7.1049654482698426,1,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
604,25,Female,0,5,0.49,18,9.0,1,595.0,581.0,0,0,1,0,,-2.35,6.39024066706535,0,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
605,68,Male,9,9,0.59,43,51.8,1,746.0,905.0,1,0,2,1,1.0,21.31,6.616065185132817,1,1,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
606,40,Male,9,8,0.41,9,28.4,1,473.0,406.0,1,0,1,0,,-14.16,6.161207321695077,1,1,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
607,40,Male,0,7,0.1,26,65.3,0,400.0,361.0,1,1,2,0,,-9.75,5.993961427306569,0,0,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
608,55,Male,3,4,0.11,5,63.4,2,400.0,355.0,1,0,1,0,,-11.25,5.993961427306569,0,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
609,47,Male,9,6,0.33,29,40.9,0,544.0,566.0,0,1,2,0,,4.04,6.300785794663244,1,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
610,59,Male,12,5,0.1,31,66.0,1,400.0,440.0,1,0,2,0,,10.0,5.993961427306569,1,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
611,42,Male,0,8,0.6,15,42.5,0,848.0,779.0,1,0,1,0,,-8.14,6.744059186311348,0,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
612,47,Male,0,10,1.79,30,33.6,0,2934.0,2742.0,0,1,3,0,,-6.54,7.984462732262196,0,0,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
613,60,Male,9,4,0.51,32,46.1,0,934.0,941.0,1,0,2,0,,0.75,6.840546529288687,1,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
614,71,Male,0,8,0.2,5,26.3,0,472.0,518.0,1,1,2,0,,9.75,6.159095388491933,0,0,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
615,26,Male,9,10,0.12,8,23.2,2,400.0,436.0,1,0,1,0,,9.0,5.993961427306569,1,1,Q1_nearest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
616,32,Male,9,7,0.37,1,75.8,0,606.0,601.0,1,1,2,0,,-0.83,6.408528791059498,1,0,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
617,40,Male,6,2,0.1,38,62.8,2,400.0,382.0,1,0,3,0,,-4.5,5.993961427306569,1,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
618,71,Male,6,7,0.67,12,84.4,1,765.0,771.0,0,1,2,0,,0.78,6.641182169740591,1,1,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
619,73,Female,0,5,1.93,21,28.5,2,3237.0,2926.0,1,1,2,0,,-9.61,8.08271113423758,0,1,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
620,67,Male,9,9,0.74,32,26.6,1,650.0,934.0,0,1,3,1,1.0,43.69,6.478509642208569,1,1,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
621,58,Male,3,10,2.1,34,52.6,1,2809.0,2423.0,0,1,1,0,,-13.74,7.940939762327791,0,1,Q3,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
622,43,Male,6,7,0.41,11,77.0,0,689.0,598.0,0,1,2,0,,-13.21,6.536691597591305,1,0,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
623,40,Male,9,6,1.79,31,47.6,2,1682.0,1734.0,1,1,3,0,,3.09,7.428333194190806,1,1,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
624,39,Male,3,2,1.26,10,48.6,1,746.0,816.0,0,0,1,0,,9.38,6.616065185132817,0,1,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
625,28,Female,9,9,1.46,8,25.9,2,2475.0,3233.0,0,0,3,1,1.0,30.63,7.814399633804487,1,1,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
626,43,Female,6,3,0.66,18,19.4,2,771.0,809.0,1,1,2,0,,4.93,6.648984550024776,1,1,Q1_nearest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
627,47,Male,0,5,1.15,25,44.8,0,1295.0,1619.0,1,1,3,1,1.0,25.02,7.16703787691222,0,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
628,68,Male,3,9,2.59,34,68.9,1,3387.0,3365.0,1,1,3,0,,-0.65,8.127995055771946,0,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
629,64,Female,15,10,0.33,32,32.5,1,400.0,477.0,1,1,3,1,1.0,19.25,5.993961427306569,1,1,Q2,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
630,74,Male,12,5,2.55,41,53.0,0,3589.0,3897.0,0,0,1,0,,8.58,8.185907481482324,1,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
631,54,Male,9,3,1.75,24,61.0,2,1932.0,2087.0,1,1,1,0,,8.02,7.566828479208331,1,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
632,30,Male,3,9,0.91,13,53.9,0,788.0,781.0,0,0,1,0,,-0.89,6.670766320845874,0,0,Q3,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
633,58,Male,3,3,4.52,7,28.7,1,7285.0,11021.0,1,1,3,1,1.0,51.28,8.89370997756851,0,1,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
634,69,Male,6,10,1.21,14,23.2,0,1620.0,1523.0,1,1,1,0,,-5.99,7.390798521735676,1,0,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
635,72,Male,9,2,0.24,1,17.9,0,400.0,621.0,0,0,3,1,1.0,55.25,5.993961427306569,1,0,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
636,68,Male,3,2,3.11,28,69.0,0,3673.0,3311.0,1,0,3,0,,-9.86,8.20903626577507,0,0,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
637,68,Male,6,4,0.46,15,52.8,1,981.0,996.0,1,0,1,0,,1.53,6.889591308354466,1,1,Q3,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
638,71,Male,6,4,3.22,37,92.30199999999999,0,4546.0,4054.0,0,1,1,0,,-10.82,8.42222295382501,1,0,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
639,61,Male,6,3,0.64,22,44.5,0,536.0,585.0,0,0,1,0,,9.14,6.285998094508865,1,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
640,46,Male,3,10,1.79,4,63.3,2,2363.0,2352.0,1,0,2,0,,-0.47,7.768110378525988,0,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
641,41,Male,3,3,0.8,8,47.6,1,606.0,661.0,0,1,2,0,,9.08,6.408528791059498,0,1,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
642,70,Female,3,11,0.25,33,29.3,0,400.0,349.0,1,0,1,0,,-12.75,5.993961427306569,0,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
643,29,Male,3,7,2.72,34,27.9,0,2267.0,2358.0,1,0,2,0,,4.01,7.7266536648476425,0,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
644,38,Female,9,2,0.77,10,9.3,0,727.0,1084.0,1,1,1,1,1.0,49.11,6.590301048196686,1,0,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
645,51,Female,6,9,0.1,44,73.1,1,400.0,360.0,0,1,3,0,,-10.0,5.993961427306569,1,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
646,60,Female,3,8,1.79,12,39.5,0,2667.0,2834.0,1,0,2,0,,6.26,7.889084407035514,0,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
647,63,Female,6,6,4.09,31,75.0,1,5182.0,5334.0,0,0,2,0,,2.93,8.553139318189707,1,1,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
648,55,Male,6,5,0.1,16,62.5,0,400.0,392.0,1,0,3,0,,-2.0,5.993961427306569,1,0,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
649,37,Male,9,3,0.35,2,51.7,0,400.0,376.0,1,0,2,0,,-6.0,5.993961427306569,1,0,Q3,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
650,54,Male,6,3,1.76,7,65.7,0,1978.0,2661.0,1,1,1,1,1.0,34.53,7.590346945602565,1,0,Q4_furthest,False,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
651,68,Male,6,6,1.11,30,24.7,3,998.0,882.0,0,1,2,0,,-11.62,6.906754778648554,1,1,Q1_nearest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
652,71,Male,0,5,2.75,20,32.1,2,4625.0,4435.0,1,1,1,0,,-4.11,8.439447842791385,0,1,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
653,38,Male,3,5,0.62,33,55.1,0,613.0,646.0,1,0,2,0,,5.38,6.419994928147142,0,0,Q3,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
654,60,Male,9,7,0.1,30,92.30199999999999,0,400.0,430.0,0,0,3,0,,7.5,5.993961427306569,1,0,Q4_furthest,False,True,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
655,70,Male,6,2,0.23,21,57.6,0,520.0,448.0,0,0,2,0,,-13.85,6.255750041753367,1,0,Q4_furthest,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
656,26,Male,6,4,0.52,12,41.5,0,445.0,571.0,0,0,2,1,1.0,28.31,6.100318952020064,1,0,Q2,True,False,2023,3813.72607421875,11.1311743840061,37.326249161122,300,721,68,0.556
